"ID","Address","City","State","ZipCode"
118,"129 Cantera Cir","Santa Fe","NM","87501"
119,"320 Brownell Howland Rd","Santa Fe","NM","87501"
120,"1111 Piedra Rondo","Santa Fe","NM","87501"
121,"1569 Wilderness Gate Rd","Santa Fe","NM","87505"
122,"105 Barranca Rd","Santa Fe","NM","87501"
123,"887 Paseo Del Sur","Santa Fe","NM","87501"
124,"22 Star Vista Rd","Santa Fe","NM","87505"
125,"1320 Bishops Lodge Rd","Santa Fe","NM","87506"
126,"1611 Cerro Gordo Rd","Santa Fe","NM","87501"
127,"22 N Vuelta Herradura","Santa Fe","NM","87506"
128,"3356 Paseo Segunda","Santa Fe","NM","87501"
129,"1207 Indian Rock Ln","Santa Fe","NM","87501"
130,"23 Cloudstone Dr","Santa Fe","NM","87505"
131,"510 Camino Pinones","Santa Fe","NM","87505"
132,"114 Valencia Rd","Santa Fe","NM","87505"
133,"1212 Camino De Cruz Blanca","Santa Fe","NM","87505"
134,"76 Amberwood Loop","Santa Fe","NM","87506"
135,"783 Stagecoach Cir","Santa Fe","NM","87501"
136,"7 Thorpe Way","Santa Fe","NM","87506"
137,"707 E Palace Ave, Apt 9","Santa Fe","NM","87501"
138,"161 Vuelta Maria","Santa Fe","NM","87506"
139,"240 Headquarters Trl","Santa Fe","NM","87506"
140,"14 Sundance Cir","Santa Fe","NM","87506"
141,"310 Circle Dr","Santa Fe","NM","87501"
142,"3101 Old Pecos Trl, Unit 632","Santa Fe","NM","87505"
143,"15 Thistle Ln","Santa Fe","NM","87506"
144,"1901 Fort Union Dr","Santa Fe","NM","87505"
145,"5 Alamo Creek Dr","Santa Fe","NM","87506"
146,"67 Thundercloud Rd","Santa Fe","NM","87506"
147,"10 Tano Rd","Santa Fe","NM","87506"
148,"18 Daisy Cir","Santa Fe","NM","87506"
149,"1879 Camino De Cruz Blanca","Santa Fe","NM","87505"
150,"1030 Governor Dempsey Dr","Santa Fe","NM","87501"
151,"800 Camino Del Monte Sol","Santa Fe","NM","87505"
152,"119 Chisholm Trl","Santa Fe","NM","87506"
153,"1400 1/2 Cerro Gordo Rd","Santa Fe","NM","87501"
154,"91 Avenida De Las Casas","Santa Fe","NM","87506"
155,"36 Glowing Star Rd","Santa Fe","NM","87506"
156,"745 Calle Espejo","Santa Fe","NM","87505"
157,"161 Headquarters Trl","Santa Fe","NM","87506"
158,"639 Garcia St","Santa Fe","NM","87505"
159,"25 Shaman","Santa Fe","NM","87506"
160,"570 E Coronado Rd","Santa Fe","NM","87505"
161,"138 Camino Escondido","Santa Fe","NM","87501"
162,"48 Paseo De La Tierra","Santa Fe","NM","87506"
163,"334 Camino Cerrito","Santa Fe","NM","87505"
164,"550 E Alameda St","Santa Fe","NM","87501"
165,"1633 Wilderness Gate Rd","Santa Fe","NM","87505"
166,"2000 Senda De Andres","Santa Fe","NM","87501"
167,"2154 Paseo Iglesia","Santa Fe","NM","87501"
168,"7281 Old Santa Fe Trl","Santa Fe","NM","87505"
169,"758 Camino Francisca","Santa Fe","NM","87506"
170,"511 Plaza Balentine","Santa Fe","NM","87501"
171,"8 Arroyo San Antonio","Santa Fe","NM","87506"
172,"9 Placita Anita","Santa Fe","NM","87506"
173,"75 Estates Dr","Santa Fe","NM","87506"
174,"64 La Barbaria Rd","Santa Fe","NM","87505"
175,"7 Paintbrush Ct","Santa Fe","NM","87506"
176,"168 Vuelta Maria","Santa Fe","NM","87506"
177,"1018 Sierra Pinon","Santa Fe","NM","87501"
178,"812 Camino Acoma","Santa Fe","NM","87505"
179,"1327 Old Pecos Trl","Santa Fe","NM","87505"
180,"1310 Vista Morada","Santa Fe","NM","87506"
181,"1251 Spanish Hl","Santa Fe","NM","87501"
182,"12 Plazuela Intimo","Santa Fe","NM","87506"
183,"4 W Arrowhead Cir","Santa Fe","NM","87506"
184,"57 Bluestem Dr","Santa Fe","NM","87506"
185,"20 Calle Mi Gusto","Santa Fe","NM","87506"
186,"777 Paseo De Florencio","Santa Fe","NM","87501"
187,"3180 Vista Sandia","Santa Fe","NM","87506"
188,"1328 Camino Corrales","Santa Fe","NM","87505"
189,"303 Pinos Verdes St","Santa Fe","NM","87501"
190,"132 County Road 84, #A","Santa Fe","NM","87506"
191,"1365 Thunder Ridge Rd","Santa Fe","NM","87501"
192,"212 Cadiz Rd","Santa Fe","NM","87505"
193,"68 Ranch Estates Rd","Santa Fe","NM","87506"
194,"635 Cumbre Vista Dr","Santa Fe","NM","87501"
195,"101 Malaga Rd","Santa Fe","NM","87505"
196,"53 Tano W","Santa Fe","NM","87506"
197,"18 Calle San Martin","Santa Fe","NM","87506"
198,"409 E Palace Ave","Santa Fe","NM","87501"
199,"1400 Cerro Gordo Rd, Unit B","Santa Fe","NM","87501"
200,"665 Garcia St","Santa Fe","NM","87505"
201,"213 Tano Rd","Santa Fe","NM","87506"
202,"405 Sosaya Ln","Santa Fe","NM","87505"
203,"111 E Buena Vista St, #A","Santa Fe","NM","87505"
204,"728 Agua Fria St","Santa Fe","NM","87501"
205,"2657 Chelsea Ln","Santa Fe","NM","87505"
206,"12 Elk Cir","Santa Fe","NM","87506"
207,"21 Rising Moon","Santa Fe","NM","87506"
208,"535 E Palace Ave","Santa Fe","NM","87501"
209,"112 Wildhorse","Santa Fe","NM","87506"
210,"35 Wildhorse","Santa Fe","NM","87506"
211,"653 Canyon Rd, Apt 6","Santa Fe","NM","87501"
212,"7198 Old Santa Fe Trl","Santa Fe","NM","87505"
213,"12 Tano Rd","Santa Fe","NM","87506"
214,"545 Canyon Rd","Santa Fe","NM","87501"
215,"650 Old Santa Fe Trl, #A","Santa Fe","NM","87505"
216,"17 N Sparrow Ln","Santa Fe","NM","87506"
217,"100 E Sunrise Dr","Santa Fe","NM","87506"
218,"828 Gonzales Rd","Santa Fe","NM","87501"
219,"690 Gonzales Rd, Lot 18","Santa Fe","NM","87501"
220,"7 Tanoito","Santa Fe","NM","87506"
221,"820 Los Arboles Ln","Santa Fe","NM","87501"
222,"88 Circle Drive Compound","Santa Fe","NM","87501"
223,"1660 Cerro Gordo Rd","Santa Fe","NM","87501"
224,"1273 Este Ln","Santa Fe","NM","87501"
225,"440 Luisa Pl","Santa Fe","NM","87505"
226,"446 Camino De Las Animas","Santa Fe","NM","87505"
227,"408 Camino Don Miguel","Santa Fe","NM","87505"
228,"781 Stagecoach Cir","Santa Fe","NM","87501"
229,"746 Camino Mirada","Santa Fe","NM","87505"
230,"1712 Canyon Rd","Santa Fe","NM","87501"
231,"706 Calle Vibora","Santa Fe","NM","87501"
232,"24 Stonegate Cir","Santa Fe","NM","87506"
233,"5 Gwendolyn Ct","Santa Fe","NM","87506"
234,"634 Garcia St, Apt 11","Santa Fe","NM","87505"
235,"35 Ridge Rd","Santa Fe","NM","87505"
236,"25 Camino Caruso","Santa Fe","NM","87506"
237,"1204 Ojo Verde","Santa Fe","NM","87501"
238,"533 Hillside Ave","Santa Fe","NM","87501"
239,"707 E Palace Ave, Apt 30","Santa Fe","NM","87501"
240,"1315 Calle Ramon","Santa Fe","NM","87501"
241,"41 San Sebastian Rd","Santa Fe","NM","87505"
242,"1208 Callejon Arias","Santa Fe","NM","87501"
243,"911 Stagecoach Rd","Santa Fe","NM","87501"
244,"805 Garcia St","Santa Fe","NM","87505"
245,"127 Tano Norte","Santa Fe","NM","87506"
246,"508 Bishops Lodge Rd","Santa Fe","NM","87501"
247,"327 1/2 Pino Rd","Santa Fe","NM","87505"
248,"5 Salako Way","Santa Fe","NM","87506"
249,"1124 Calle Catalina","Santa Fe","NM","87501"
250,"24 Vista Calabasas, #A","Santa Fe","NM","87506"
251,"851 Vista Canada Ln","Santa Fe","NM","87501"
252,"4 Terary Ct","Santa Fe","NM","87506"
253,"8 Camino Medianoche","Santa Fe","NM","87506"
254,"55 Camino Don Patron","Santa Fe","NM","87506"
255,"128 E Santa Fe Ave","Santa Fe","NM","87505"
256,"3 Blanket Flower Cir","Santa Fe","NM","87506"
257,"917 1/2 Acequia Madre","Santa Fe","NM","87505"
258,"848 Vista Catedral","Santa Fe","NM","87501"
259,"91 Nm 503, Unit A","Santa Fe","NM","87506"
260,"142 Barranca Rd","Santa Fe","NM","87501"
261,"3101 Old Pecos Trl, Unit 646","Santa Fe","NM","87505"
262,"464 Camino Don Miguel","Santa Fe","NM","87505"
263,"903 Camino San Acacio","Santa Fe","NM","87505"
264,"9 Ravens Ridge Rd","Santa Fe","NM","87505"
265,"1875 Forest Cir","Santa Fe","NM","87505"
266,"1350 Vista Morada","Santa Fe","NM","87506"
267,"1102 Arroyo Piedra","Santa Fe","NM","87501"
268,"121 E Alicante Rd","Santa Fe","NM","87505"
269,"157 Cantera Cir","Santa Fe","NM","87501"
270,"905 Camino Ranchitos","Santa Fe","NM","87505"
271,"7428 Old Santa Fe Trl","Santa Fe","NM","87505"
272,"13 Elk Cir","Santa Fe","NM","87506"
273,"246 Rodriguez St","Santa Fe","NM","87501"
274,"1494 Bishops Lodge Rd","Santa Fe","NM","87506"
275,"3101 Old Pecos Trl, Unit 623","Santa Fe","NM","87505"
276,"2566 Atalaya Hill Trl","Santa Fe","NM","87505"
277,"7 Dogwood Cir","Santa Fe","NM","87506"
278,"58 Three Rock Rd, #B","Santa Fe","NM","87506"
279,"49 Coyote Mountain Rd","Santa Fe","NM","87505"
280,"2677 Chelsea Ln","Santa Fe","NM","87505"
281,"1436 Canyon Rd","Santa Fe","NM","87501"
282,"1108 Padre Kino","Santa Fe","NM","87501"
283,"917 Acequia Madre","Santa Fe","NM","87505"
284,"83 Paseo De Estrellas","Santa Fe","NM","87506"
285,"441 Apodaca Hill St","Santa Fe","NM","87501"
286,"8 Cinco Pintores","Santa Fe","NM","87506"
287,"44 Bluestem Dr","Santa Fe","NM","87506"
288,"1224 Vallecita Dr","Santa Fe","NM","87501"
289,"2001 Calle Lejano","Santa Fe","NM","87501"
290,"253 Camino De La Sierra","Santa Fe","NM","87501"
291,"1234 Camino De Cruz Blanca","Santa Fe","NM","87505"
292,"31 Camino Sanador","Santa Fe","NM","87505"
293,"74 Double Arrow Rd","Santa Fe","NM","87505"
294,"405 Los Altos Way","Santa Fe","NM","87501"
295,"750 Panorama Ln","Santa Fe","NM","87501"
296,"244 Pacheco Canyon Rd, #A","Santa Fe","NM","87506"
297,"690 Gonzales Rd, Lot 3","Santa Fe","NM","87501"
298,"2009 Calle Lejano","Santa Fe","NM","87501"
299,"29 Grey Wolf","Santa Fe","NM","87506"
300,"150 Barranca Rd","Santa Fe","NM","87501"
301,"1898 Fort Union Dr","Santa Fe","NM","87505"
302,"1055 Mansion Ridge Rd","Santa Fe","NM","87501"
303,"540 Rodriguez St","Santa Fe","NM","87501"
304,"57 Tano W","Santa Fe","NM","87506"
305,"1297 Lejano Ln","Santa Fe","NM","87501"
306,"830 E Zia Rd","Santa Fe","NM","87505"
307,"166 Calle Josephina","Santa Fe","NM","87506"
308,"828 E Zia Rd","Santa Fe","NM","87505"
309,"95 Estates Dr","Santa Fe","NM","87506"
310,"5 W Sand Sage","Santa Fe","NM","87506"
311,"58 Circle Drive Compound","Santa Fe","NM","87501"
312,"1202 Arroyo Piedra","Santa Fe","NM","87501"
313,"341 Camino Cerrito","Santa Fe","NM","87505"
314,"138 Wildhorse","Santa Fe","NM","87506"
315,"1571 Bishops Lodge Rd","Santa Fe","NM","87506"
316,"1346 Pacheco St","Santa Fe","NM","87505"
317,"1215 La Rambla","Santa Fe","NM","87505"
318,"108 Vigil Ln","Santa Fe","NM","87505"
319,"94 Ridge Rd","Santa Fe","NM","87505"
320,"124 Barranca Dr","Santa Fe","NM","87501"
321,"1889 Conejo Dr","Santa Fe","NM","87505"
322,"15 Vuelta Chamisa","Santa Fe","NM","87506"
323,"106 Calle Paula","Santa Fe","NM","87505"
324,"67 Arroyo Calabasas Rd","Santa Fe","NM","87506"
325,"100 Estrellas De Tano, #A","Santa Fe","NM","87506"
326,"7 Cloud March E","Santa Fe","NM","87506"
327,"433 Calle La Paz","Santa Fe","NM","87505"
328,"14 Longhorn Ln","Santa Fe","NM","87506"
329,"3256 Paseo Del Monte","Santa Fe","NM","87501"
330,"9 Calle Estrella","Santa Fe","NM","87506"
331,"13 Camino Hasta Manana","Santa Fe","NM","87506"
332,"10 Rising Moon","Santa Fe","NM","87506"
333,"8 Circle Drive Compound","Santa Fe","NM","87501"
334,"5 Camino Delilah","Santa Fe","NM","87506"
335,"562 Garcia St","Santa Fe","NM","87505"
336,"1549 Cerro Gordo Rd","Santa Fe","NM","87501"
337,"1614 Camino De Cruz Blanca","Santa Fe","NM","87505"
338,"15 Tano Vida","Santa Fe","NM","87506"
339,"7 Goldpoppy Cir","Santa Fe","NM","87506"
340,"7 Paseo Del Conejo","Santa Fe","NM","87506"
341,"147 Gonzales Rd, Unit 17","Santa Fe","NM","87501"
342,"10 Camino Montuoso","Santa Fe","NM","87506"
343,"13 First Lgt, #B","Santa Fe","NM","87506"
344,"8 La Luz Ln","Santa Fe","NM","87505"
345,"741 Canada Ancha","Santa Fe","NM","87501"
346,"6 El Nido Ln, #C","Santa Fe","NM","87506"
347,"40 Camino Del Valle","Santa Fe","NM","87506"
348,"322 Delgado St","Santa Fe","NM","87501"
349,"1040 Camino Manana","Santa Fe","NM","87501"
350,"23 Hawthorne Cir","Santa Fe","NM","87506"
351,"548 Vista De La Ciudad","Santa Fe","NM","87501"
352,"6 Vuelta De La Tusa","Santa Fe","NM","87506"
353,"801 Apodaca Hill St","Santa Fe","NM","87501"
354,"734 Camino Francisca","Santa Fe","NM","87506"
355,"236 Tano Rd","Santa Fe","NM","87506"
356,"504 E Palace Ave","Santa Fe","NM","87501"
357,"58 Ranch Estates Rd","Santa Fe","NM","87506"
358,"604 Vista De La Ciudad","Santa Fe","NM","87501"
359,"5 Calle Querido","Santa Fe","NM","87506"
360,"13 Camino Delilah","Santa Fe","NM","87506"
361,"18 Cloud March","Santa Fe","NM","87506"
362,"1894 Fort Union Dr","Santa Fe","NM","87505"
363,"1677 Cerro Gordo Rd, Unit 11","Santa Fe","NM","87501"
364,"25 Windridge Cir","Santa Fe","NM","87506"
365,"3 Camino Pequeno","Santa Fe","NM","87501"
366,"1714 Canyon Rd","Santa Fe","NM","87501"
367,"149 Wildhorse","Santa Fe","NM","87506"
368,"1106 Piedra Rondo","Santa Fe","NM","87501"
369,"2137 Foothills Rd","Santa Fe","NM","87505"
370,"1333 Cerro Gordo Rd","Santa Fe","NM","87501"
371,"628 Camino Rancheros","Santa Fe","NM","87505"
372,"1370 Thunder Ridge Rd","Santa Fe","NM","87501"
373,"72 Lavadero Rd","Santa Fe","NM","87506"
374,"604 Cielo Grande","Santa Fe","NM","87505"
375,"49 W Golden Eagle Rd","Santa Fe","NM","87506"
376,"605 Monte Alto","Santa Fe","NM","87501"
377,"746 Panorama Ln","Santa Fe","NM","87501"
378,"26 Camino Miguel, #B","Santa Fe","NM","87506"
379,"26 Lluvia De Oro, #A","Santa Fe","NM","87506"
380,"46 Hidden Valley Rd, #B","Santa Fe","NM","87505"
381,"8 Tano Rd","Santa Fe","NM","87506"
382,"528 Camino Los Altos","Santa Fe","NM","87501"
383,"18 Piute Rd","Santa Fe","NM","87505"
384,"23 La Posta Way","Santa Fe","NM","87505"
385,"624 E Alameda St, Unit 5","Santa Fe","NM","87501"
386,"837 Gonzales Rd","Santa Fe","NM","87501"
387,"7 Camino Hasta Manana","Santa Fe","NM","87506"
388,"1634 Canyon Rd","Santa Fe","NM","87501"
389,"1113 Sangre De Cristo St","Santa Fe","NM","87501"
390,"6 Vista Redonda","Santa Fe","NM","87506"
391,"341 Prince Ave","Santa Fe","NM","87501"
392,"62 Canada Village Rd","Santa Fe","NM","87505"
393,"37 Gonzales Ln, #A","Santa Fe","NM","87506"
394,"655 Alto St","Santa Fe","NM","87501"
395,"21 Blue Jay Dr","Santa Fe","NM","87506"
396,"17 Cloud March E","Santa Fe","NM","87506"
397,"1453 Encina Rd","Santa Fe","NM","87505"
398,"1481 Canyon Rd","Santa Fe","NM","87501"
399,"9 Paseo De Aguila","Santa Fe","NM","87506"
400,"1050 Camino Manana","Santa Fe","NM","87501"
401,"1949 Cerros Colorados","Santa Fe","NM","87501"
402,"509 Abeyta St","Santa Fe","NM","87505"
403,"9 Jerry Hatchet Ln","Santa Fe","NM","87506"
404,"107 Tierra Rica Dr","Santa Fe","NM","87505"
405,"14 Paseo Del Prado","Santa Fe","NM","87506"
406,"7 Sundance Ct","Santa Fe","NM","87506"
407,"15 Gambel Oak","Santa Fe","NM","87505"
408,"97 Apache Ridge Rd","Santa Fe","NM","87505"
409,"1662 Cerro Gordo Rd","Santa Fe","NM","87501"
410,"5 La Vis","Santa Fe","NM","87505"
411,"2 Vuelta Sabio","Santa Fe","NM","87506"
412,"517 Camino Tierra Alta","Santa Fe","NM","87501"
413,"1108 Piedra Rondo","Santa Fe","NM","87501"
414,"1677 Cerro Gordo Rd, Unit 14","Santa Fe","NM","87501"
415,"55 Sunflower Dr","Santa Fe","NM","87506"
416,"34 E Wildflower Dr","Santa Fe","NM","87506"
417,"2039 Senda De Andres","Santa Fe","NM","87501"
418,"117 1/2 Martinez St","Santa Fe","NM","87501"
419,"14 Astor Cir","Santa Fe","NM","87506"
420,"403 Apodaca Hill St","Santa Fe","NM","87501"
421,"4 Honeysuckle Cir","Santa Fe","NM","87506"
422,"222 Camino Del Norte","Santa Fe","NM","87501"
423,"8 San Sebastian Rd","Santa Fe","NM","87505"
424,"1102 Piedras Rojas","Santa Fe","NM","87501"
425,"40 Mustang Mesa","Santa Fe","NM","87506"
426,"19 Daisy Cir","Santa Fe","NM","87506"
427,"6 Cibola Cir","Santa Fe","NM","87505"
428,"918 Stagecoach Rd","Santa Fe","NM","87501"
429,"20 Jericho Ln","Santa Fe","NM","87505"
430,"500 Abeyta St","Santa Fe","NM","87505"
431,"1569 Don Gaspar Ave","Santa Fe","NM","87505"
432,"1846 Camino De Cruz Blanca","Santa Fe","NM","87505"
433,"556 1/2 Garcia St","Santa Fe","NM","87505"
434,"6 Dogwood Cir","Santa Fe","NM","87506"
435,"36 Star Dancer Trl","Santa Fe","NM","87506"
436,"1203 Calle De Agua","Santa Fe","NM","87501"
437,"1116 Tano Del Este","Santa Fe","NM","87506"
438,"55 Amberwood Loop","Santa Fe","NM","87506"
439,"11 Sundance Dr","Santa Fe","NM","87506"
440,"769 Acequia Madre","Santa Fe","NM","87505"
441,"1127 E Alameda St","Santa Fe","NM","87501"
442,"910 Calle Arco","Santa Fe","NM","87501"
443,"7 Sky Show","Santa Fe","NM","87506"
444,"99 Coyote Mountain Rd","Santa Fe","NM","87505"
445,"43 Coyote Mountain Rd","Santa Fe","NM","87505"
446,"65 Sundance Dr","Santa Fe","NM","87506"
447,"1670 Cerro Gordo Rd","Santa Fe","NM","87501"
448,"41 Glowing Star Rd, #A","Santa Fe","NM","87506"
449,"208 Ambrosio St","Santa Fe","NM","87501"
450,"12 Old Coach Rd","Santa Fe","NM","87506"
451,"1224 Camino De Cruz Blanca","Santa Fe","NM","87505"
452,"147 Gonzales Rd, Unit 23","Santa Fe","NM","87501"
453,"1224 Cerro Gordo Rd, Unit B","Santa Fe","NM","87501"
454,"707 Pinon Dr","Santa Fe","NM","87501"
455,"1281 Spanish Hl","Santa Fe","NM","87501"
456,"1590 Canyon Rd","Santa Fe","NM","87501"
457,"519 Douglas St","Santa Fe","NM","87505"
458,"1600 Old Pecos Trl","Santa Fe","NM","87505"
459,"3926 Old Santa Fe Trl","Santa Fe","NM","87505"
460,"621 Halona St, Apt 4","Santa Fe","NM","87505"
461,"84 Bluestem Dr","Santa Fe","NM","87506"
462,"48 Cielo Encantado","Santa Fe","NM","87506"
463,"976 Acequia Madre","Santa Fe","NM","87505"
464,"1211 Canyon Rd","Santa Fe","NM","87501"
465,"1002 Hillcrest Dr","Santa Fe","NM","87501"
466,"196 Overlook Rd","Santa Fe","NM","87505"
467,"15 Spirit Ct","Santa Fe","NM","87506"
468,"935 Old Bridge Ct","Santa Fe","NM","87505"
469,"17 Vuelta Rosal","Santa Fe","NM","87506"
470,"508 Abeyta St","Santa Fe","NM","87505"
471,"7 Calle Querido","Santa Fe","NM","87506"
472,"930 Paseo De Andres","Santa Fe","NM","87501"
473,"3312 Paseo Segunda","Santa Fe","NM","87501"
474,"375 Hillside Ave, Apt B","Santa Fe","NM","87501"
475,"2751 Spencers Knl","Santa Fe","NM","87501"
476,"22 Loma Serena","Santa Fe","NM","87506"
477,"2022 Foothills Rd","Santa Fe","NM","87505"
478,"11 Wildflower Way","Santa Fe","NM","87506"
479,"508 Johnson Ln","Santa Fe","NM","87505"
480,"15 Arroyo Griego, #B","Santa Fe","NM","87506"
481,"194 Canada Village Rd","Santa Fe","NM","87505"
482,"1300 Calle Joya","Santa Fe","NM","87501"
483,"59 Star Dancer Trl","Santa Fe","NM","87506"
484,"12 Palentine Rd","Santa Fe","NM","87506"
485,"5 Loma Serena","Santa Fe","NM","87506"
486,"144 W Zia Rd","Santa Fe","NM","87505"
