"ID","address","City","State","ZipCode"
52,"1177 Ronald Rd","Glen Rose","TX","76043"
53,"1179 Cardinal Ln","Glen Rose","TX","76043"
54,"1181 Deer Trl","Glen Rose","TX","76043"
55,"1183 County Road 2023","Glen Rose","TX","76043"
56,"1184 County Road 2027","Glen Rose","TX","76043"
57,"1186 County Road 318","Glen Rose","TX","76043"
58,"1187 County Road 2028","Glen Rose","TX","76043"
59,"1192 County Road 2027","Glen Rose","TX","76043"
60,"1194 S Fm 56","Glen Rose","TX","76043"
61,"1195 County Road 2026","Glen Rose","TX","76043"
62,"1197 County Road 2008","Glen Rose","TX","76043"
63,"1205 Ronald Rd","Glen Rose","TX","76043"
64,"1207 Lonesome Dove Trce","Glen Rose","TX","76043"
65,"1212 County Road 321","Glen Rose","TX","76043"
66,"1214 County Road 2024","Glen Rose","TX","76043"
67,"1216 County Road 318","Glen Rose","TX","76043"
68,"1216 Shady Oaks Cir","Glen Rose","TX","76043"
69,"1226 County Road 2004","Glen Rose","TX","76043"
70,"1228 County Road 2028","Glen Rose","TX","76043"
71,"1229 County Road 2021","Glen Rose","TX","76043"
72,"1230 County Road 412d","Glen Rose","TX","76043"
73,"1231 Waters Edge Ln","Glen Rose","TX","76043"
74,"1234 County Road 2027","Glen Rose","TX","76043"
75,"1241 County Road 2023, #67","Glen Rose","TX","76043"
76,"1253 County Road 2027","Glen Rose","TX","76043"
77,"1256 County Road 2008","Glen Rose","TX","76043"
78,"1262 County Road 412a","Glen Rose","TX","76043"
79,"1268 County Road 2023","Glen Rose","TX","76043"
80,"1270 Lonesome Dove Trce","Glen Rose","TX","76043"
81,"1271 Cross Br","Glen Rose","TX","76043"
82,"1275 S Fm 56","Glen Rose","TX","76043"
83,"1277 County Road 327","Glen Rose","TX","76043"
84,"1280 County Road 2030","Glen Rose","TX","76043"
85,"1281 County Road 2028","Glen Rose","TX","76043"
86,"1284 County Road 301","Glen Rose","TX","76043"
87,"1285 County Road 2024","Glen Rose","TX","76043"
88,"1288 Rolling Hills Trl","Glen Rose","TX","76043"
89,"1289 Lonesome Dove Trce","Glen Rose","TX","76043"
90,"1293 County Road 2010","Glen Rose","TX","76043"
91,"1293 County Road 2028","Glen Rose","TX","76043"
92,"1298 County Road 2003","Glen Rose","TX","76043"
93,"1301 County Road 414","Glen Rose","TX","76043"
94,"1303 County Road 1018","Glen Rose","TX","76043"
95,"1304 County Road 2004","Glen Rose","TX","76043"
96,"1318 Shady Oaks Cir","Glen Rose","TX","76043"
97,"1320 County Road 2018","Glen Rose","TX","76043"
98,"1320 County Road 2027","Glen Rose","TX","76043"
99,"1320 County Road 2028","Glen Rose","TX","76043"
100,"1321 County Road 2018","Glen Rose","TX","76043"
101,"1321 Lonesome Dove Trce","Glen Rose","TX","76043"
102,"1321 N Fm 56","Glen Rose","TX","76043"
103,"1325 County Road 318","Glen Rose","TX","76043"
104,"1327 County Road 2023","Glen Rose","TX","76043"
105,"1327 County Road 2027","Glen Rose","TX","76043"
106,"1328 Lonesome Dove Trce","Glen Rose","TX","76043"
107,"1336 County Road 2026","Glen Rose","TX","76043"
108,"1336 County Road 313","Glen Rose","TX","76043"
109,"1336 County Road 318","Glen Rose","TX","76043"
110,"1336 County Road 413","Glen Rose","TX","76043"
111,"1338 County Road 1016","Glen Rose","TX","76043"
112,"1341 County Road 2007","Glen Rose","TX","76043"
113,"1352 County Road 411a","Glen Rose","TX","76043"
114,"1352 County Road 411a","Glen Rose","TX","76043"
115,"1354 Rock Creek Dr","Glen Rose","TX","76043"
116,"1365 S Highway 144","Glen Rose","TX","76043"
117,"1365 S Highway 144","Glen Rose","TX","76043"
118,"1369 County Road 2023","Glen Rose","TX","76043"
119,"1372 County Road 2021","Glen Rose","TX","76043"
120,"1376 County Road 2023","Glen Rose","TX","76043"
121,"1394 County Road 2026","Glen Rose","TX","76043"
122,"1400 County Road 412","Glen Rose","TX","76043"
123,"1419 County Road 2030","Glen Rose","TX","76043"
124,"1420 County Road 320","Glen Rose","TX","76043"
125,"1423 County Road 325","Glen Rose","TX","76043"
126,"1429 County Road 318","Glen Rose","TX","76043"
127,"1433 S Fm 56","Glen Rose","TX","76043"
128,"1435 Morrison Dr","Glen Rose","TX","76043"
129,"1455 County Road 2008","Glen Rose","TX","76043"
130,"1466 County Road 318","Glen Rose","TX","76043"
131,"1466 Waters Edge Ln","Glen Rose","TX","76043"
132,"1469 Waters Edge Ln","Glen Rose","TX","76043"
133,"1470 County Road 301a","Glen Rose","TX","76043"
134,"148 Valley Vw","Glen Rose","TX","76043"
135,"1487 County Road 2003","Glen Rose","TX","76043"
136,"1487 County Road 2006","Glen Rose","TX","76043"
137,"1502 County Road 2018","Glen Rose","TX","76043"
138,"1502 County Road 415","Glen Rose","TX","76043"
139,"1514 Fm 205","Glen Rose","TX","76043"
140,"1525 County Road 413","Glen Rose","TX","76043"
141,"1526 County Road 2007","Glen Rose","TX","76043"
142,"1530 County Road 318","Glen Rose","TX","76043"
143,"1540 County Road 301a","Glen Rose","TX","76043"
144,"1544 County Road 318","Glen Rose","TX","76043"
145,"1544 County Road 321","Glen Rose","TX","76043"
146,"1550 County Road 1001","Glen Rose","TX","76043"
147,"1556 County Road 2027","Glen Rose","TX","76043"
148,"1564 County Road 2021","Glen Rose","TX","76043"
149,"1566 County Road 301","Glen Rose","TX","76043"
150,"1572 County Road 302","Glen Rose","TX","76043"
151,"1572 Fm 202","Glen Rose","TX","76043"
152,"1579 County Road 2008","Glen Rose","TX","76043"
153,"1581 County Road 2018","Glen Rose","TX","76043"
154,"1581 County Road 301","Glen Rose","TX","76043"
155,"1590 County Road 318","Glen Rose","TX","76043"
156,"1626 County Road 2010","Glen Rose","TX","76043"
157,"1626 County Road 313 Spur","Glen Rose","TX","76043"
158,"1626 County Road 413","Glen Rose","TX","76043"
159,"1628 County Road 2003","Glen Rose","TX","76043"
160,"1638 County Road 2003","Glen Rose","TX","76043"
161,"1638 County Road 318","Glen Rose","TX","76043"
162,"1640 County Road 2026","Glen Rose","TX","76043"
163,"1659 County Road 2026","Glen Rose","TX","76043"
164,"1660 Fm 202","Glen Rose","TX","76043"
165,"1677 Shady Oaks Cir","Glen Rose","TX","76043"
166,"1684 County Road 318","Glen Rose","TX","76043"
167,"1695 Shady Oaks Cir","Glen Rose","TX","76043"
168,"1702 County Road 2017","Glen Rose","TX","76043"
169,"1704 County Road 313","Glen Rose","TX","76043"
170,"1708 Fm 202","Glen Rose","TX","76043"
171,"1713 County Road 321","Glen Rose","TX","76043"
172,"1714 County Road 2026","Glen Rose","TX","76043"
173,"1731 County Road 2026","Glen Rose","TX","76043"
174,"1737 County Road 2027","Glen Rose","TX","76043"
175,"1738 County Road 312","Glen Rose","TX","76043"
176,"1738 County Road 312","Glen Rose","TX","76043"
177,"1738 County Road 312","Glen Rose","TX","76043"
178,"1742 County Road 2010","Glen Rose","TX","76043"
179,"1746 County Road 411","Glen Rose","TX","76043"
180,"1754 County Road 313 Spur","Glen Rose","TX","76043"
181,"1783 County Road 411","Glen Rose","TX","76043"
182,"1797 Fm 202","Glen Rose","TX","76043"
183,"1800 County Road 318","Glen Rose","TX","76043"
184,"1852 County Road 412","Glen Rose","TX","76043"
185,"1853 County Road 2010","Glen Rose","TX","76043"
186,"1863 County Road 2017","Glen Rose","TX","76043"
187,"1866 County Road 2026","Glen Rose","TX","76043"
188,"1870 County Road 2021","Glen Rose","TX","76043"
189,"1871 County Road 2026","Glen Rose","TX","76043"
190,"1909 County Road 2021","Glen Rose","TX","76043"
191,"1917 N Highway 144","Glen Rose","TX","76043"
192,"1920 County Road 313","Glen Rose","TX","76043"
193,"1922 County Road 2021","Glen Rose","TX","76043"
194,"1953 County Road 2008","Glen Rose","TX","76043"
195,"1955 County Road 2010","Glen Rose","TX","76043"
196,"1958 County Road 302, #A35","Glen Rose","TX","76043"
197,"1961 County Road 2021","Glen Rose","TX","76043"
198,"1961 County Road 328","Glen Rose","TX","76043"
199,"1966 N Fm 56","Glen Rose","TX","76043"
200,"1988 County Road 412","Glen Rose","TX","76043"
201,"1994 County Road 1011","Glen Rose","TX","76043"
202,"1994 Fm 202","Glen Rose","TX","76043"
203,"200 Live Oak St","Glen Rose","TX","76043"
204,"2001 County Road 413","Glen Rose","TX","76043"
205,"2013 County Road 2007","Glen Rose","TX","76043"
206,"2013 Fm 205","Glen Rose","TX","76043"
207,"2015 County Road 2021","Glen Rose","TX","76043"
208,"2025 S Fm 56","Glen Rose","TX","76043"
209,"2041 County Road 2027","Glen Rose","TX","76043"
210,"2041 County Road 313","Glen Rose","TX","76043"
211,"2041 County Road 413","Glen Rose","TX","76043"
212,"2054 Shady Oaks Cir","Glen Rose","TX","76043"
213,"206 3rd St","Glen Rose","TX","76043"
214,"2060 County Road 2027","Glen Rose","TX","76043"
215,"2061 County Road 302","Glen Rose","TX","76043"
216,"2066 County Road 302","Glen Rose","TX","76043"
217,"2086 Fm 202","Glen Rose","TX","76043"
218,"2091 County Road 1011","Glen Rose","TX","76043"
219,"2122 S Highway 144","Glen Rose","TX","76043"
220,"2133 County Road 326","Glen Rose","TX","76043"
221,"2134 S Highway 144","Glen Rose","TX","76043"
222,"2153 County Road 2010","Glen Rose","TX","76043"
223,"2161 County Road 2027","Glen Rose","TX","76043"
224,"2174 County Road 302","Glen Rose","TX","76043"
225,"2180 Fm 202","Glen Rose","TX","76043"
226,"2183 County Road 313","Glen Rose","TX","76043"
227,"2185 County Road 302","Glen Rose","TX","76043"
228,"2200 S Highway 144","Glen Rose","TX","76043"
229,"2200 S Highway 144","Glen Rose","TX","76043"
230,"2200 S Highway 144","Glen Rose","TX","76043"
231,"2200 S Highway 144","Glen Rose","TX","76043"
232,"2214 County Road 302","Glen Rose","TX","76043"
233,"2218 County Road 2027","Glen Rose","TX","76043"
234,"2244 County Road 328","Glen Rose","TX","76043"
235,"2259 County Road 313, #B","Glen Rose","TX","76043"
236,"2271 County Road 2007","Glen Rose","TX","76043"
237,"2273 County Road 328","Glen Rose","TX","76043"
238,"2289 Green Meadows Dr","Glen Rose","TX","76043"
239,"2303 County Road 2007","Glen Rose","TX","76043"
240,"2325 County Road 2027","Glen Rose","TX","76043"
241,"2336 County Road 328","Glen Rose","TX","76043"
242,"2364 S Highway 144","Glen Rose","TX","76043"
243,"2382 Green Meadows Dr","Glen Rose","TX","76043"
244,"2387 County Road 2021","Glen Rose","TX","76043"
245,"2388 County Road 1011","Glen Rose","TX","76043"
246,"2404 County Road 328","Glen Rose","TX","76043"
247,"2421 Green Meadows Dr","Glen Rose","TX","76043"
248,"2434 County Road 301","Glen Rose","TX","76043"
249,"2437 Fm 202","Glen Rose","TX","76043"
250,"2438 Fm 202","Glen Rose","TX","76043"
251,"2445 County Road 1011","Glen Rose","TX","76043"
252,"2450 County Road 2027","Glen Rose","TX","76043"
253,"2481 County Road 2027","Glen Rose","TX","76043"
254,"2496 N Highway 144","Glen Rose","TX","76043"
255,"2497 S Highway 144","Glen Rose","TX","76043"
256,"2500 Green Meadows Dr","Glen Rose","TX","76043"
257,"2523 County Road 2007","Glen Rose","TX","76043"
258,"2533 S Fm 56","Glen Rose","TX","76043"
259,"2535 County Road 2007","Glen Rose","TX","76043"
260,"2546 Private Road 35","Glen Rose","TX","76043"
261,"2551 County Road 2007","Glen Rose","TX","76043"
262,"2552 County Road 2009","Glen Rose","TX","76043"
263,"2560 Shady Oaks Cir","Glen Rose","TX","76043"
264,"2569 Green Meadows Dr","Glen Rose","TX","76043"
265,"2593 S Highway 144","Glen Rose","TX","76043"
266,"2606 County Road 313 Loop","Glen Rose","TX","76043"
267,"2614 County Road 2021","Glen Rose","TX","76043"
268,"2622 N Highway 144","Glen Rose","TX","76043"
269,"2622 N Highway 144","Glen Rose","TX","76043"
270,"2671 County Road 2021","Glen Rose","TX","76043"
271,"2683 County Road 302","Glen Rose","TX","76043"
272,"2686 Green Meadows Dr","Glen Rose","TX","76043"
273,"2691 County Road 2007","Glen Rose","TX","76043"
274,"2710 Green Meadows Dr","Glen Rose","TX","76043"
275,"2730 Fm 202","Glen Rose","TX","76043"
276,"2737 Shady Oaks Cir","Glen Rose","TX","76043"
277,"2761 County Road 2021","Glen Rose","TX","76043"
278,"2837 N Fm 56, Unit B","Glen Rose","TX","76043"
279,"2850 County Road 301","Glen Rose","TX","76043"
280,"2862 County Road 313 Loop","Glen Rose","TX","76043"
281,"2874 W Highway 67, Unit A","Glen Rose","TX","76043"
282,"2875 County Road 2021","Glen Rose","TX","76043"
283,"2886 S Fm 56","Glen Rose","TX","76043"
284,"2889 County Road 2021","Glen Rose","TX","76043"
285,"2889 County Road 301","Glen Rose","TX","76043"
286,"2917 County Road 413","Glen Rose","TX","76043"
287,"2933 County Road 2007","Glen Rose","TX","76043"
288,"2952 N Highway 144","Glen Rose","TX","76043"
289,"2974 Green Meadows Dr","Glen Rose","TX","76043"
290,"301 Summit Ridge Dr","Glen Rose","TX","76043"
291,"304 Summit Ridge Dr","Glen Rose","TX","76043"
292,"3053 Green Meadows Dr","Glen Rose","TX","76043"
293,"3055 N Highway 144","Glen Rose","TX","76043"
294,"307 SW Barnard St","Glen Rose","TX","76043"
295,"3138 S Highway 144","Glen Rose","TX","76043"
296,"3157 County Road 411","Glen Rose","TX","76043"
297,"3180 Fm 205, Unit C","Glen Rose","TX","76043"
298,"3210 Green Meadows Dr","Glen Rose","TX","76043"
299,"3239 S Highway 144","Glen Rose","TX","76043"
300,"3309 Green Meadows Dr","Glen Rose","TX","76043"
301,"3320 S Highway 144","Glen Rose","TX","76043"
302,"3357 County Road 411","Glen Rose","TX","76043"
303,"3368 S Highway 144","Glen Rose","TX","76043"
304,"3388 County Road 313 Loop","Glen Rose","TX","76043"
305,"3388 County Road 313 Loop","Glen Rose","TX","76043"
306,"3398 County Road 313 Loop","Glen Rose","TX","76043"
307,"3429 County Road 313 Loop","Glen Rose","TX","76043"
308,"3463 S Fm 56","Glen Rose","TX","76043"
309,"3545 County Road 411","Glen Rose","TX","76043"
310,"3552 County Road 411","Glen Rose","TX","76043"
311,"3553 Green Meadows Dr","Glen Rose","TX","76043"
312,"3563 Green Meadows Dr","Glen Rose","TX","76043"
313,"3568 Green Meadows Dr","Glen Rose","TX","76043"
314,"3581 W Highway 67","Glen Rose","TX","76043"
315,"3606 County Road 313 Loop","Glen Rose","TX","76043"
316,"3710 County Road 313 Loop","Glen Rose","TX","76043"
317,"3719 W Highway 67","Glen Rose","TX","76043"
318,"3749 County Road 2007","Glen Rose","TX","76043"
319,"3758 County Road 2008","Glen Rose","TX","76043"
320,"3767 County Road 313 Loop","Glen Rose","TX","76043"
321,"3790 County Road 313 Loop","Glen Rose","TX","76043"
322,"3799 County Road 2007","Glen Rose","TX","76043"
323,"3812 County Road 2010","Glen Rose","TX","76043"
324,"3842 County Road 1007","Glen Rose","TX","76043"
325,"3900 County Road 411","Glen Rose","TX","76043"
326,"3936 County Road 313 Loop","Glen Rose","TX","76043"
327,"3991 County Road 411","Glen Rose","TX","76043"
328,"4005 County Road 2007","Glen Rose","TX","76043"
329,"401 Grace St","Glen Rose","TX","76043"
330,"4034 County Road 1008","Glen Rose","TX","76043"
331,"4114 County Road 313 Loop","Glen Rose","TX","76043"
332,"4136 County Road 313 Loop","Glen Rose","TX","76043"
333,"416 Grand Ave, #A","Glen Rose","TX","76043"
334,"4184 County Road 1008","Glen Rose","TX","76043"
335,"4184 S Highway 144","Glen Rose","TX","76043"
336,"4210 County Road 313 Loop","Glen Rose","TX","76043"
337,"4314 County Road 1008","Glen Rose","TX","76043"
338,"4331 S Fm 56","Glen Rose","TX","76043"
339,"4415 S Fm 56","Glen Rose","TX","76043"
340,"4470 County Road 313 Loop","Glen Rose","TX","76043"
341,"4498 County Road 1008","Glen Rose","TX","76043"
342,"4576 S Fm 56","Glen Rose","TX","76043"
343,"4578 County Road 411","Glen Rose","TX","76043"
344,"4590 S Fm 56","Glen Rose","TX","76043"
345,"4622 County Road 411","Glen Rose","TX","76043"
346,"4691 S Fm 56","Glen Rose","TX","76043"
347,"4731 W Highway 67","Glen Rose","TX","76043"
348,"4760 S Highway 144","Glen Rose","TX","76043"
349,"4784 S Highway 144","Glen Rose","TX","76043"
350,"4784 S Highway 144","Glen Rose","TX","76043"
351,"4895 County Road 1008","Glen Rose","TX","76043"
352,"507 E Elm St","Glen Rose","TX","76043"
353,"5099 S Fm 56","Glen Rose","TX","76043"
354,"5107 N Fm 56","Glen Rose","TX","76043"
355,"5188 W Highway 67","Glen Rose","TX","76043"
356,"5273 N Fm 56","Glen Rose","TX","76043"
357,"5373 S Fm 56","Glen Rose","TX","76043"
358,"5630 N Fm 56","Glen Rose","TX","76043"
359,"571 3rd St","Glen Rose","TX","76043"
360,"5910 S Highway 144","Glen Rose","TX","76043"
361,"5949 S Highway 144","Glen Rose","TX","76043"
362,"6269 S Highway 144","Glen Rose","TX","76043"
363,"6810 County Road 2008","Glen Rose","TX","76043"
364,"6811 County Road 2008","Glen Rose","TX","76043"
365,"6945 N Fm 56","Glen Rose","TX","76043"
366,"Cr 2010","Glen Rose","TX","76043"
367,"Cr 2010","Glen Rose","TX","76043"
368,"S Fm 200","Glen Rose","TX","76043"
369,"100 Showboat Ct","Granbury","TX","76049"
370,"100 Thomas Rd","Granbury","TX","76049"
371,"100 Waterford Ct","Granbury","TX","76048"
372,"1000 Catalina Bay Blvd","Granbury","TX","76048"
373,"1000 Hickey Ct","Granbury","TX","76049"
374,"1000 Lady Amber Ct","Granbury","TX","76049"
375,"1000 Neri Rd","Granbury","TX","76048"
376,"1000 Summerlin Dr","Granbury","TX","76048"
377,"1000 Sunset Bay Ct","Granbury","TX","76048"
378,"1000 Thelma Dr","Granbury","TX","76049"
379,"1000 Williamson Rd","Granbury","TX","76048"
380,"10001 Flight Plan Dr","Granbury","TX","76049"
381,"10008 Flight Plan Dr","Granbury","TX","76049"
382,"1001 Cliff Swallow Dr","Granbury","TX","76048"
383,"1001 Lady Amber Ct","Granbury","TX","76049"
384,"1001 Laguna Vista Ct","Granbury","TX","76048"
385,"1001 Quarry Ct","Granbury","TX","76048"
386,"1001 Williamson Rd","Granbury","TX","76048"
387,"10014 Flight Plan Dr","Granbury","TX","76049"
388,"1002 Lady Amber Ct","Granbury","TX","76049"
389,"1002 Sunset Bay Ct","Granbury","TX","76048"
390,"10020 Flight Plan Dr","Granbury","TX","76049"
391,"10027 Flight Plan Dr","Granbury","TX","76049"
392,"1003 Catalina Bay Blvd","Granbury","TX","76048"
393,"1003 Lightning Bar Ct","Granbury","TX","76049"
394,"10032 Flight Plan Dr","Granbury","TX","76049"
395,"10035 Flight Plan Dr","Granbury","TX","76049"
396,"1004 Beginnings Dr","Granbury","TX","76049"
397,"1004 Catalina Bay Blvd","Granbury","TX","76048"
398,"1004 Lightning Bar Ct","Granbury","TX","76049"
399,"10048 Flight Plan Dr","Granbury","TX","76049"
400,"1005 Hickey Ct","Granbury","TX","76049"
401,"1005 Hood Ct","Granbury","TX","76048"
402,"1005 Lady Amber Ct","Granbury","TX","76049"
403,"1005 Quarry Ct","Granbury","TX","76048"
404,"10050 Flight Plan Dr","Granbury","TX","76049"
405,"1006 Cliff Swallow Dr","Granbury","TX","76048"
406,"1006 Lady Amber Ct","Granbury","TX","76049"
407,"1007 Bentwater Pkwy","Granbury","TX","76049"
408,"1007 Catalina Bay Blvd","Granbury","TX","76048"
409,"1007 Cliff Swallow Dr","Granbury","TX","76048"
410,"1007 Lady Amber Ct","Granbury","TX","76049"
411,"1007 Marigold Ct","Granbury","TX","76049"
412,"1008 Lady Amber Ct","Granbury","TX","76049"
413,"1008 Quarry Ct","Granbury","TX","76048"
414,"1008 Summerlin Dr","Granbury","TX","76048"
415,"1009 Bentwater Pkwy","Granbury","TX","76049"
416,"1009 Cliff Swallow Dr","Granbury","TX","76048"
417,"1009 Lady Amber Ct","Granbury","TX","76049"
418,"1009 Summerlin Dr","Granbury","TX","76048"
419,"101 Lantana Dr","Granbury","TX","76049"
420,"101 Maverick Ct","Granbury","TX","76049"
421,"101 Reed Rd","Granbury","TX","76049"
422,"1010 Catalina Bay Blvd","Granbury","TX","76048"
423,"1010 Lady Amber Ct","Granbury","TX","76049"
424,"1010 Sunset Bay Ct","Granbury","TX","76048"
425,"10100 Ravenswood Rd","Granbury","TX","76049"
426,"10101 Ravenswood Rd","Granbury","TX","76049"
427,"10105 Ravenswood Rd","Granbury","TX","76049"
428,"10107 Ravenswood Rd","Granbury","TX","76049"
429,"1011 Bentwater Pkwy","Granbury","TX","76049"
430,"1011 Summerlin Dr","Granbury","TX","76048"
431,"1011 Sunset Bay Ct","Granbury","TX","76048"
432,"1012 Catalina Bay Blvd","Granbury","TX","76048"
433,"1012 Quarry Ct","Granbury","TX","76048"
434,"1012 Sunset Bay Ct","Granbury","TX","76048"
435,"10120 Ravenswood Rd","Granbury","TX","76049"
436,"10120 Ravenswood Rd","Granbury","TX","76049"
437,"1013 Cliff Swallow Dr","Granbury","TX","76048"
438,"1013 Lady Amber Ct","Granbury","TX","76049"
439,"1013 Quarry Ct","Granbury","TX","76048"
440,"1013 Western Hills Ct","Granbury","TX","76049"
441,"1014 Bentwater Pkwy","Granbury","TX","76049"
442,"1014 Lady Amber Ct","Granbury","TX","76049"
443,"1014 Summerlin Dr","Granbury","TX","76048"
444,"1014 Sunset Bay Ct","Granbury","TX","76048"
445,"1015 Lady Amber Ct","Granbury","TX","76049"
446,"1015 Mitchell Bend Hwy","Granbury","TX","76048"
447,"1016 Hickey Ct","Granbury","TX","76049"
448,"1016 Lady Amber Ct","Granbury","TX","76049"
449,"1016 Sunset Bay Ct","Granbury","TX","76048"
450,"1017 Sunset Bay Ct","Granbury","TX","76048"
451,"1018 Lady Amber Ct","Granbury","TX","76049"
452,"1018 Sunset Bay Ct","Granbury","TX","76048"
453,"1019 Lady Amber Ct","Granbury","TX","76049"
454,"1019 Western Hills Ct","Granbury","TX","76049"
455,"102 Bahama Ct","Granbury","TX","76048"
456,"1020 Bentwater Pkwy","Granbury","TX","76049"
457,"1020 Lady Amber Ct","Granbury","TX","76049"
458,"1020 Sunset Bay Ct","Granbury","TX","76048"
459,"1020 Western Hills Ct","Granbury","TX","76049"
460,"10203 Ravenswood Rd","Granbury","TX","76049"
461,"1021 Isa","Granbury","TX","76049"
462,"1021 Sunset Bay Ct","Granbury","TX","76048"
463,"1021 Western Hills Ct","Granbury","TX","76049"
464,"1022 Sunset Bay Ct","Granbury","TX","76048"
465,"1023 Anna Cir","Granbury","TX","76048"
466,"1024 Hickey Ct","Granbury","TX","76049"
467,"1024 Lady Amber Ct","Granbury","TX","76049"
468,"1024 Sunset Bay Ct","Granbury","TX","76048"
469,"1026 Sunset Bay Ct","Granbury","TX","76048"
470,"103 Casas Del Sur St","Granbury","TX","76049"
471,"10312 Ravenswood Rd","Granbury","TX","76049"
472,"10317 Ravenswood Rd","Granbury","TX","76049"
473,"10320 Ravenswood Rd","Granbury","TX","76049"
474,"104 N Stockton St","Granbury","TX","76048"
475,"104 Waterford Ct","Granbury","TX","76048"
476,"105 Ada Ct","Granbury","TX","76048"
477,"105 Casas Del Sur St","Granbury","TX","76049"
478,"105 E Bluff St","Granbury","TX","76048"
479,"105 Helton","Granbury","TX","76049"
480,"10500 Ravenswood Rd","Granbury","TX","76049"
481,"10501 Mitchell Bend Ct","Granbury","TX","76048"
482,"10510 Ravenswood Rd","Granbury","TX","76049"
483,"10514 Ravenswood Rd","Granbury","TX","76049"
484,"10514 Ravenswood Rd","Granbury","TX","76049"
485,"106 Bahama Ct","Granbury","TX","76048"
486,"1065 Mitcham Rd","Granbury","TX","76048"
487,"107 Ada Ct","Granbury","TX","76048"
488,"107 Lantana Dr","Granbury","TX","76049"
489,"107 W Bluff St","Granbury","TX","76048"
490,"1070 Mambrino Hwy","Granbury","TX","76048"
491,"108 Helton","Granbury","TX","76049"
492,"108 Maverick Ct","Granbury","TX","76049"
493,"1080 Mambrino Hwy","Granbury","TX","76048"
494,"10800 Mitchell Bend Ct","Granbury","TX","76048"
495,"109 Ada Ct","Granbury","TX","76048"
496,"109 Casas Del Sur St","Granbury","TX","76049"
497,"109 Maverick Ct","Granbury","TX","76049"
498,"1094 Mickelson Dr","Granbury","TX","76048"
499,"110 Edgecreek Ct","Granbury","TX","76049"
500,"110 Peninsula Ct","Granbury","TX","76048"
501,"1100 Bentwater Pkwy","Granbury","TX","76049"
502,"1100 Lady Amber Ct","Granbury","TX","76049"
503,"1100 Mallard Ct","Granbury","TX","76048"
504,"1100 Mallard Way","Granbury","TX","76048"
505,"1100 Mambrino Hwy","Granbury","TX","76048"
506,"1100 Neri Rd","Granbury","TX","76048"
507,"1100 W Iberian Ct","Granbury","TX","76048"
508,"1100 W Scandinavian Ct","Granbury","TX","76048"
509,"1101 Catalina Bay Blvd","Granbury","TX","76048"
510,"1101 Cliff Swallow Dr","Granbury","TX","76048"
511,"1101 Fall Creek Hwy","Granbury","TX","76049"
